Year,State,District,target_yield,Season,Crop,yield,ndvi,rainfall,temperature
2008,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2009,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2010,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2011,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2012,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2013,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2014,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2015,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2016,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
2017,Himachal Pradesh,Lahul & Spiti,0.0,,,,,,
1966,Himachal Pradesh,Solan,779.06,,,,,,
1967,Himachal Pradesh,Solan,1046.03,,,,,,
1968,Himachal Pradesh,Solan,-1.0,,,,,,
1969,Himachal Pradesh,Solan,-1.0,,,,,,
1970,Himachal Pradesh,Solan,1043.74,,,,,,
1971,Himachal Pradesh,Solan,762.67,,,,,,
1972,Himachal Pradesh,Solan,861.27,,,,,,
1973,Himachal Pradesh,Solan,1213.33,,,,,,
1974,Himachal Pradesh,Solan,590.91,,,,,,
1975,Himachal Pradesh,Solan,1472.97,,,,,,
1976,Himachal Pradesh,Solan,1046.51,,,,,,
1977,Himachal Pradesh,Solan,1386.36,,,,,,
1978,Himachal Pradesh,Solan,1125.0,,,,,,
1979,Himachal Pradesh,Solan,714.29,,,,,,
1980,Himachal Pradesh,Solan,934.78,,,,,,
1981,Himachal Pradesh,Solan,717.89,,,,,,
1982,Himachal Pradesh,Solan,649.38,,,,,,
1983,Himachal Pradesh,Solan,1150.46,,,,,,
1984,Himachal Pradesh,Solan,1112.61,,,,,,
1985,Himachal Pradesh,Solan,1431.82,,,,,,
1986,Himachal Pradesh,Solan,1083.64,,,,,,
1987,Himachal Pradesh,Solan,1089.78,,,,,,
1988,Himachal Pradesh,Solan,878.12,,,,,,
1989,Himachal Pradesh,Solan,1413.04,,,,,,
1990,Himachal Pradesh,Solan,1304.11,,,,,,
1991,Himachal Pradesh,Solan,1158.64,,,,,,
1992,Himachal Pradesh,Solan,1620.69,,,,,,
1993,Himachal Pradesh,Solan,1530.56,,,,,,
1994,Himachal Pradesh,Solan,1328.28,,,,,,
1995,Himachal Pradesh,Solan,1478.72,,,,,,
1996,Himachal Pradesh,Solan,1825.86,,,,,,
1997,Himachal Pradesh,Solan,1919.19,,,,,,
1998,Himachal Pradesh,Solan,1690.41,,,,,,
1999,Himachal Pradesh,Solan,1850.57,,,,,,
2000,Himachal Pradesh,Solan,2115.49,,,,,,
2001,Himachal Pradesh,Solan,1861.03,,,,,,
2002,Himachal Pradesh,Solan,1591.72,,,,,,
2003,Himachal Pradesh,Solan,1468.28,,,,,,
2004,Himachal Pradesh,Solan,2194.09,,,,,,
2005,Himachal Pradesh,Solan,1754.24,,,,,,
2006,Himachal Pradesh,Solan,2369.33,,,,,,
2007,Himachal Pradesh,Solan,2328.74,,,,,,
2008,Himachal Pradesh,Solan,2481.22,,,,,,
2009,Himachal Pradesh,Solan,2395.18,,,,,,
2010,Himachal Pradesh,Solan,2520.68,,,,,,
2011,Himachal Pradesh,Solan,2520.78,,,,,,
2012,Himachal Pradesh,Solan,2545.01,,,,,,
2013,Himachal Pradesh,Solan,2525.13,,,,,,
2014,Himachal Pradesh,Solan,2776.65,,,,,,
2015,Himachal Pradesh,Solan,2523.08,,,,,,
2016,Himachal Pradesh,Solan,2521.24,,,,,,
2017,Himachal Pradesh,Solan,2521.4,,,,,,
1966,Himachal Pradesh,Mandi,989.81,,,,,,
1967,Himachal Pradesh,Mandi,1043.7,,,,,,
1968,Himachal Pradesh,Mandi,-1.0,,,,,,
1969,Himachal Pradesh,Mandi,-1.0,,,,,,
1970,Himachal Pradesh,Mandi,1236.68,,,,,,
1971,Himachal Pradesh,Mandi,1215.15,,,,,,
1972,Himachal Pradesh,Mandi,1105.32,,,,,,
1973,Himachal Pradesh,Mandi,1084.46,,,,,,
1974,Himachal Pradesh,Mandi,944.68,,,,,,
1975,Himachal Pradesh,Mandi,1030.16,,,,,,
1976,Himachal Pradesh,Mandi,960.29,,,,,,
1977,Himachal Pradesh,Mandi,1084.62,,,,,,
1978,Himachal Pradesh,Mandi,917.97,,,,,,
1979,Himachal Pradesh,Mandi,912.96,,,,,,
1980,Himachal Pradesh,Mandi,1287.88,,,,,,
1981,Himachal Pradesh,Mandi,948.8,,,,,,
1982,Himachal Pradesh,Mandi,765.08,,,,,,
1983,Himachal Pradesh,Mandi,1091.05,,,,,,
1984,Himachal Pradesh,Mandi,1074.82,,,,,,
1985,Himachal Pradesh,Mandi,1364.02,,,,,,
1986,Himachal Pradesh,Mandi,1141.2,,,,,,
1987,Himachal Pradesh,Mandi,751.78,,,,,,
1988,Himachal Pradesh,Mandi,967.09,,,,,,
1989,Himachal Pradesh,Mandi,1093.22,,,,,,
1990,Himachal Pradesh,Mandi,857.01,,,,,,
1991,Himachal Pradesh,Mandi,1010.4,,,,,,
1992,Himachal Pradesh,Mandi,1219.98,,,,,,
1993,Himachal Pradesh,Mandi,1169.32,,,,,,
1994,Himachal Pradesh,Mandi,1442.0,,,,,,
1995,Himachal Pradesh,Mandi,1263.33,,,,,,
1996,Himachal Pradesh,Mandi,1288.89,,,,,,
1997,Himachal Pradesh,Mandi,1330.47,,,,,,
1998,Himachal Pradesh,Mandi,1422.71,,,,,,
1999,Himachal Pradesh,Mandi,1498.78,,,,,,
2000,Himachal Pradesh,Mandi,1567.23,,,,,,
2001,Himachal Pradesh,Mandi,1709.01,,,,,,
2002,Himachal Pradesh,Mandi,1072.59,,,,,,
2003,Himachal Pradesh,Mandi,1464.38,,,,,,
2004,Himachal Pradesh,Mandi,1258.34,,,,,,
2005,Himachal Pradesh,Mandi,1438.36,,,,,,
2006,Himachal Pradesh,Mandi,1383.24,,,,,,
2007,Himachal Pradesh,Mandi,1284.03,,,,,,
2008,Himachal Pradesh,Mandi,1358.95,,,,,,
2009,Himachal Pradesh,Mandi,1145.34,,,,,,
2010,Himachal Pradesh,Mandi,1205.41,,,,,,
2011,Himachal Pradesh,Mandi,1205.44,,,,,,
2012,Himachal Pradesh,Mandi,1217.04,,,,,,
2013,Himachal Pradesh,Mandi,1205.68,,,,,,
2014,Himachal Pradesh,Mandi,1325.85,,,,,,
2015,Himachal Pradesh,Mandi,1732.98,,,,,,
2016,Himachal Pradesh,Mandi,1205.34,,,,,,
2017,Himachal Pradesh,Mandi,1733.09,,,,,,
1966,Himachal Pradesh,Shimla,1494.66,,,,,,
1967,Himachal Pradesh,Shimla,1049.18,,,,,,
1968,Himachal Pradesh,Shimla,-1.0,,,,,,
1969,Himachal Pradesh,Shimla,-1.0,,,,,,
1970,Himachal Pradesh,Shimla,1177.97,,,,,,
1971,Himachal Pradesh,Shimla,1052.85,,,,,,
1972,Himachal Pradesh,Shimla,1208.41,,,,,,
1973,Himachal Pradesh,Shimla,1208.03,,,,,,
1974,Himachal Pradesh,Shimla,603.77,,,,,,
1975,Himachal Pradesh,Shimla,1271.88,,,,,,
1976,Himachal Pradesh,Shimla,1240.74,,,,,,
1977,Himachal Pradesh,Shimla,1385.96,,,,,,
1978,Himachal Pradesh,Shimla,1145.45,,,,,,
1979,Himachal Pradesh,Shimla,715.56,,,,,,
1980,Himachal Pradesh,Shimla,943.4,,,,,,
1981,Himachal Pradesh,Shimla,716.81,,,,,,
1982,Himachal Pradesh,Shimla,707.27,,,,,,
1983,Himachal Pradesh,Shimla,1288.93,,,,,,
1984,Himachal Pradesh,Shimla,1645.42,,,,,,
1985,Himachal Pradesh,Shimla,1510.64,,,,,,
1986,Himachal Pradesh,Shimla,1315.32,,,,,,
1987,Himachal Pradesh,Shimla,1091.7,,,,,,
1988,Himachal Pradesh,Shimla,954.36,,,,,,
1989,Himachal Pradesh,Shimla,906.98,,,,,,
1990,Himachal Pradesh,Shimla,891.97,,,,,,
1991,Himachal Pradesh,Shimla,1195.34,,,,,,
1992,Himachal Pradesh,Shimla,1230.54,,,,,,
1993,Himachal Pradesh,Shimla,763.31,,,,,,
1994,Himachal Pradesh,Shimla,1270.52,,,,,,
1995,Himachal Pradesh,Shimla,1436.62,,,,,,
1996,Himachal Pradesh,Shimla,1577.38,,,,,,
1997,Himachal Pradesh,Shimla,1212.9,,,,,,
1998,Himachal Pradesh,Shimla,1282.76,,,,,,
1999,Himachal Pradesh,Shimla,1140.41,,,,,,
2000,Himachal Pradesh,Shimla,918.6,,,,,,
2001,Himachal Pradesh,Shimla,1257.38,,,,,,
2002,Himachal Pradesh,Shimla,854.37,,,,,,
2003,Himachal Pradesh,Shimla,977.88,,,,,,
2004,Himachal Pradesh,Shimla,1070.71,,,,,,
2005,Himachal Pradesh,Shimla,1088.4,,,,,,
2006,Himachal Pradesh,Shimla,1145.45,,,,,,
2007,Himachal Pradesh,Shimla,975.61,,,,,,
2008,Himachal Pradesh,Shimla,1000.0,,,,,,
2009,Himachal Pradesh,Shimla,867.77,,,,,,
2010,Himachal Pradesh,Shimla,916.67,,,,,,
2011,Himachal Pradesh,Shimla,915.97,,,,,,
2012,Himachal Pradesh,Shimla,925.0,,,,,,
2013,Himachal Pradesh,Shimla,922.41,,,,,,
2014,Himachal Pradesh,Shimla,1008.7,,,,,,
2015,Himachal Pradesh,Shimla,912.28,,,,,,
2016,Himachal Pradesh,Shimla,917.26,,,,,,
2017,Himachal Pradesh,Shimla,917.25,,,,,,
1966,Himachal Pradesh,Sirmaur,798.32,,,,,,
1967,Himachal Pradesh,Sirmaur,1073.72,,,,,,
1968,Himachal Pradesh,Sirmaur,-1.0,,,,,,
1969,Himachal Pradesh,Sirmaur,-1.0,,,,,,
1970,Himachal Pradesh,Sirmaur,1585.02,,,,,,
1971,Himachal Pradesh,Sirmaur,1041.92,,,,,,
1972,Himachal Pradesh,Sirmaur,1098.97,,,,,,
1973,Himachal Pradesh,Sirmaur,1214.0,,,,,,
1974,Himachal Pradesh,Sirmaur,600.0,,,,,,
1975,Himachal Pradesh,Sirmaur,1366.94,,,,,,
1976,Himachal Pradesh,Sirmaur,788.46,,,,,,
1977,Himachal Pradesh,Sirmaur,1388.89,,,,,,
1978,Himachal Pradesh,Sirmaur,2036.36,,,,,,
1979,Himachal Pradesh,Sirmaur,864.06,,,,,,
1980,Himachal Pradesh,Sirmaur,960.78,,,,,,
1981,Himachal Pradesh,Sirmaur,717.17,,,,,,
1982,Himachal Pradesh,Sirmaur,707.47,,,,,,
1983,Himachal Pradesh,Sirmaur,1287.95,,,,,,
1984,Himachal Pradesh,Sirmaur,1647.19,,,,,,
1985,Himachal Pradesh,Sirmaur,1176.47,,,,,,
1986,Himachal Pradesh,Sirmaur,1943.8,,,,,,
1987,Himachal Pradesh,Sirmaur,1092.56,,,,,,
1988,Himachal Pradesh,Sirmaur,1098.0,,,,,,
1989,Himachal Pradesh,Sirmaur,1600.0,,,,,,
1990,Himachal Pradesh,Sirmaur,1702.59,,,,,,
1991,Himachal Pradesh,Sirmaur,1617.65,,,,,,
1992,Himachal Pradesh,Sirmaur,1636.93,,,,,,
1993,Himachal Pradesh,Sirmaur,1392.73,,,,,,
1994,Himachal Pradesh,Sirmaur,897.58,,,,,,
1995,Himachal Pradesh,Sirmaur,1436.67,,,,,,
1996,Himachal Pradesh,Sirmaur,1013.97,,,,,,
1997,Himachal Pradesh,Sirmaur,1747.04,,,,,,
1998,Himachal Pradesh,Sirmaur,1471.26,,,,,,
1999,Himachal Pradesh,Sirmaur,1510.13,,,,,,
2000,Himachal Pradesh,Sirmaur,1646.57,,,,,,
2001,Himachal Pradesh,Sirmaur,1908.32,,,,,,
2002,Himachal Pradesh,Sirmaur,1100.0,,,,,,
2003,Himachal Pradesh,Sirmaur,1622.68,,,,,,
2004,Himachal Pradesh,Sirmaur,1430.13,,,,,,
2005,Himachal Pradesh,Sirmaur,1327.21,,,,,,
2006,Himachal Pradesh,Sirmaur,2253.28,,,,,,
2007,Himachal Pradesh,Sirmaur,2275.31,,,,,,
2008,Himachal Pradesh,Sirmaur,1357.77,,,,,,
2009,Himachal Pradesh,Sirmaur,1124.34,,,,,,
2010,Himachal Pradesh,Sirmaur,1184.07,,,,,,
2011,Himachal Pradesh,Sirmaur,1000.0,,,,,,
2012,Himachal Pradesh,Sirmaur,1194.69,,,,,,
2013,Himachal Pradesh,Sirmaur,1184.31,,,,,,
2014,Himachal Pradesh,Sirmaur,1300.18,,,,,,
2015,Himachal Pradesh,Sirmaur,1182.5,,,,,,
2016,Himachal Pradesh,Sirmaur,1183.99,,,,,,
2017,Himachal Pradesh,Sirmaur,1183.9,,,,,,
1966,Kerala,Alappuzha,1340.86,,,,,,
1967,Kerala,Alappuzha,1486.84,,,,,,
1968,Kerala,Alappuzha,1486.22,,,,,,
1969,Kerala,Alappuzha,1553.99,,,,,,
1970,Kerala,Alappuzha,1698.57,,,,,,
1971,Kerala,Alappuzha,1693.87,,,,,,
1972,Kerala,Alappuzha,1528.26,,,,,,
1973,Kerala,Alappuzha,1415.47,,,,,,
1974,Kerala,Alappuzha,1630.03,,,,,,
1975,Kerala,Alappuzha,1668.88,,,,,,
1976,Kerala,Alappuzha,1828.91,,,,,,
1977,Kerala,Alappuzha,1760.24,,,,,,
1978,Kerala,Alappuzha,1803.21,,,,,,
1979,Kerala,Alappuzha,1889.57,,,,,,
1980,Kerala,Alappuzha,1756.58,,,,,,
1981,Kerala,Alappuzha,1954.29,,,,,,
1982,Kerala,Alappuzha,1785.89,,,,,,
1983,Kerala,Alappuzha,1932.92,,,,,,
1984,Kerala,Alappuzha,1908.9,,,,,,
1985,Kerala,Alappuzha,1997.68,,,,,,
1986,Kerala,Alappuzha,1736.44,,,,,,
1987,Kerala,Alappuzha,2026.33,,,,,,
1988,Kerala,Alappuzha,1921.12,,,,,,
1989,Kerala,Alappuzha,2249.03,,,,,,
1990,Kerala,Alappuzha,2169.74,,,,,,
1991,Kerala,Alappuzha,2077.86,,,,,,
1992,Kerala,Alappuzha,2309.34,,,,,,
1993,Kerala,Alappuzha,2183.34,,,,,,
1994,Kerala,Alappuzha,1808.97,,,,,,
1995,Kerala,Alappuzha,2743.03,,,,,,
1996,Kerala,Alappuzha,2055.25,,,,,,
1997,Kerala,Alappuzha,2201.06,,,,,,
1998,Kerala,Alappuzha,2609.74,,,,,,
1999,Kerala,Alappuzha,2606.57,,,,,,
2000,Kerala,Alappuzha,2743.51,,,,,,
2001,Kerala,Alappuzha,2198.73,,,,,,
2002,Kerala,Alappuzha,3089.07,,,,,,
2003,Kerala,Alappuzha,1964.15,,,,,,
2004,Kerala,Alappuzha,2440.61,,,,,,
2005,Kerala,Alappuzha,2493.92,,,,,,
2006,Kerala,Alappuzha,2902.77,,,,,,
2007,Kerala,Alappuzha,1867.73,,,,,,
2008,Kerala,Alappuzha,3053.6,,,,,,
2009,Kerala,Alappuzha,2930.02,,,,,,
2010,Kerala,Alappuzha,2464.38,,,,,,
2011,Kerala,Alappuzha,3089.1,,,,,,
2012,Kerala,Alappuzha,2889.23,,,,,,
2013,Kerala,Alappuzha,2857.49,,,,,,
2014,Kerala,Alappuzha,2995.35,,,,,,
2015,Kerala,Alappuzha,2816.52,,,,,,
2016,Kerala,Alappuzha,3156.53,,,,,,
2017,Kerala,Alappuzha,2909.18,,,,,,
1966,Kerala,Kannur,1190.14,,,,,,
1967,Kerala,Kannur,1213.77,,,,,,
1968,Kerala,Kannur,1297.59,,,,,,
1969,Kerala,Kannur,1381.75,,,,,,
1970,Kerala,Kannur,1333.47,,,,,,
1971,Kerala,Kannur,1112.56,,,,,,
1972,Kerala,Kannur,1281.44,,,,,,
1973,Kerala,Kannur,1362.29,,,,,,
1974,Kerala,Kannur,1304.4,,,,,,
1975,Kerala,Kannur,1487.24,,,,,,
1976,Kerala,Kannur,1456.43,,,,,,
1977,Kerala,Kannur,1326.9,,,,,,
1978,Kerala,Kannur,1303.0,,,,,,
1979,Kerala,Kannur,1384.65,,,,,,
1980,Kerala,Kannur,1325.28,,,,,,
1981,Kerala,Kannur,1395.2,,,,,,
1982,Kerala,Kannur,1393.62,,,,,,
1983,Kerala,Kannur,1245.51,,,,,,
1984,Kerala,Kannur,1358.68,,,,,,
1985,Kerala,Kannur,1592.38,,,,,,
1986,Kerala,Kannur,1562.0,,,,,,
1987,Kerala,Kannur,1608.92,,,,,,
1988,Kerala,Kannur,1643.64,,,,,,
1989,Kerala,Kannur,1751.07,,,,,,
1990,Kerala,Kannur,1743.15,,,,,,
1991,Kerala,Kannur,1726.65,,,,,,
1992,Kerala,Kannur,1798.26,,,,,,
1993,Kerala,Kannur,1810.72,,,,,,
1994,Kerala,Kannur,1720.89,,,,,,
1995,Kerala,Kannur,1741.05,,,,,,
1996,Kerala,Kannur,1856.94,,,,,,
1997,Kerala,Kannur,1814.68,,,,,,
1998,Kerala,Kannur,1853.55,,,,,,
1999,Kerala,Kannur,1968.39,,,,,,
2000,Kerala,Kannur,1908.33,,,,,,
2001,Kerala,Kannur,2023.39,,,,,,
2002,Kerala,Kannur,2055.05,,,,,,
2003,Kerala,Kannur,2039.13,,,,,,
2004,Kerala,Kannur,2130.73,,,,,,
2005,Kerala,Kannur,2132.95,,,,,,
2006,Kerala,Kannur,2201.0,,,,,,
2007,Kerala,Kannur,2169.67,,,,,,
2008,Kerala,Kannur,2136.62,,,,,,
2009,Kerala,Kannur,2160.18,,,,,,
2010,Kerala,Kannur,2290.77,,,,,,
2011,Kerala,Kannur,2272.19,,,,,,
2012,Kerala,Kannur,2337.18,,,,,,
2013,Kerala,Kannur,2367.13,,,,,,
2014,Kerala,Kannur,2397.51,,,,,,
2015,Kerala,Kannur,2263.13,,,,,,
2016,Kerala,Kannur,2372.41,,,,,,
2017,Kerala,Kannur,2367.44,,,,,,
1966,Kerala,Eranakulam,1221.81,,,,,,
1967,Kerala,Eranakulam,1321.43,,,,,,
1968,Kerala,Eranakulam,1344.61,,,,,,
1969,Kerala,Eranakulam,1165.65,,,,,,
1970,Kerala,Eranakulam,1379.12,,,,,,
1971,Kerala,Eranakulam,1293.09,,,,,,
1972,Kerala,Eranakulam,1432.37,,,,,,
1973,Kerala,Eranakulam,1253.67,,,,,,
1974,Kerala,Eranakulam,1435.44,,,,,,
1975,Kerala,Eranakulam,1209.51,,,,,,
1976,Kerala,Eranakulam,1385.46,,,,,,
1977,Kerala,Eranakulam,1431.32,,,,,,
1978,Kerala,Eranakulam,1506.62,,,,,,
1979,Kerala,Eranakulam,1455.59,,,,,,
1980,Kerala,Eranakulam,1415.42,,,,,,
1981,Kerala,Eranakulam,1482.51,,,,,,
1982,Kerala,Eranakulam,1573.09,,,,,,
1983,Kerala,Eranakulam,1378.98,,,,,,
1984,Kerala,Eranakulam,1680.04,,,,,,
1985,Kerala,Eranakulam,1690.34,,,,,,
1986,Kerala,Eranakulam,1629.99,,,,,,
1987,Kerala,Eranakulam,1507.48,,,,,,
1988,Kerala,Eranakulam,1670.72,,,,,,
1989,Kerala,Eranakulam,1729.44,,,,,,
1990,Kerala,Eranakulam,1636.3,,,,,,
1991,Kerala,Eranakulam,1692.68,,,,,,
1992,Kerala,Eranakulam,1726.85,,,,,,
1993,Kerala,Eranakulam,1658.82,,,,,,
1994,Kerala,Eranakulam,1690.78,,,,,,
1995,Kerala,Eranakulam,1811.88,,,,,,
1996,Kerala,Eranakulam,1735.98,,,,,,
1997,Kerala,Eranakulam,1616.64,,,,,,
1998,Kerala,Eranakulam,1709.5,,,,,,
1999,Kerala,Eranakulam,1929.07,,,,,,
2000,Kerala,Eranakulam,1754.49,,,,,,
2001,Kerala,Eranakulam,1831.01,,,,,,
2002,Kerala,Eranakulam,1907.03,,,,,,
2003,Kerala,Eranakulam,1842.57,,,,,,
2004,Kerala,Eranakulam,1947.47,,,,,,
2005,Kerala,Eranakulam,1941.13,,,,,,
2006,Kerala,Eranakulam,2024.92,,,,,,
2007,Kerala,Eranakulam,2003.6,,,,,,
2008,Kerala,Eranakulam,2016.43,,,,,,
2009,Kerala,Eranakulam,1976.55,,,,,,
2010,Kerala,Eranakulam,2000.0,,,,,,
2011,Kerala,Eranakulam,2154.6,,,,,,
2012,Kerala,Eranakulam,2194.92,,,,,,
2013,Kerala,Eranakulam,2252.51,,,,,,
2014,Kerala,Eranakulam,2161.09,,,,,,
2015,Kerala,Eranakulam,2136.1,,,,,,
2016,Kerala,Eranakulam,2263.54,,,,,,
2017,Kerala,Eranakulam,2392.29,,,,,,
1966,Kerala,Kottayam,1355.4,,,,,,
1967,Kerala,Kottayam,1214.09,,,,,,
1968,Kerala,Kottayam,1584.69,,,,,,
1969,Kerala,Kottayam,1455.07,,,,,,
1970,Kerala,Kottayam,1710.77,,,,,,
1971,Kerala,Kottayam,1871.68,,,,,,
1972,Kerala,Kottayam,1760.83,,,,,,
1973,Kerala,Kottayam,1355.58,,,,,,
1974,Kerala,Kottayam,1778.31,,,,,,
1975,Kerala,Kottayam,1675.66,,,,,,
1976,Kerala,Kottayam,1571.64,,,,,,
1977,Kerala,Kottayam,1599.9,,,,,,
1978,Kerala,Kottayam,1758.73,,,,,,
1979,Kerala,Kottayam,1883.26,,,,,,
1980,Kerala,Kottayam,1800.95,,,,,,
1981,Kerala,Kottayam,1862.99,,,,,,
1982,Kerala,Kottayam,2382.28,,,,,,
1983,Kerala,Kottayam,1966.04,,,,,,
1984,Kerala,Kottayam,2076.17,,,,,,
1985,Kerala,Kottayam,1860.19,,,,,,
1986,Kerala,Kottayam,2034.12,,,,,,
1987,Kerala,Kottayam,2184.19,,,,,,
1988,Kerala,Kottayam,2130.98,,,,,,
1989,Kerala,Kottayam,2365.99,,,,,,
1990,Kerala,Kottayam,2357.21,,,,,,
1991,Kerala,Kottayam,2304.04,,,,,,
1992,Kerala,Kottayam,2352.5,,,,,,
1993,Kerala,Kottayam,2388.85,,,,,,
1994,Kerala,Kottayam,2230.8,,,,,,
1995,Kerala,Kottayam,2246.43,,,,,,
1996,Kerala,Kottayam,2149.67,,,,,,
1997,Kerala,Kottayam,2105.49,,,,,,
1998,Kerala,Kottayam,2453.35,,,,,,
1999,Kerala,Kottayam,2598.65,,,,,,
2000,Kerala,Kottayam,2537.62,,,,,,
2001,Kerala,Kottayam,2304.34,,,,,,
2002,Kerala,Kottayam,2467.7,,,,,,
2003,Kerala,Kottayam,2287.99,,,,,,
2004,Kerala,Kottayam,2485.6,,,,,,
2005,Kerala,Kottayam,2500.0,,,,,,
2006,Kerala,Kottayam,2579.0,,,,,,
2007,Kerala,Kottayam,2609.5,,,,,,
2008,Kerala,Kottayam,2889.61,,,,,,
2009,Kerala,Kottayam,2556.94,,,,,,
2010,Kerala,Kottayam,2756.96,,,,,,
2011,Kerala,Kottayam,2948.17,,,,,,
2012,Kerala,Kottayam,2893.16,,,,,,
2013,Kerala,Kottayam,3204.94,,,,,,
2014,Kerala,Kottayam,2846.02,,,,,,
2015,Kerala,Kottayam,3019.08,,,,,,
2016,Kerala,Kottayam,2775.98,,,,,,
2017,Kerala,Kottayam,2838.85,,,,,,
1966,Kerala,Kozhikode,1045.95,,,,,,
1967,Kerala,Kozhikode,1023.54,,,,,,
1968,Kerala,Kozhikode,1077.98,,,,,,
1969,Kerala,Kozhikode,999.77,,,,,,
1970,Kerala,Kozhikode,1038.72,,,,,,
1971,Kerala,Kozhikode,1118.46,,,,,,
1972,Kerala,Kozhikode,1101.47,,,,,,
1973,Kerala,Kozhikode,1095.44,,,,,,
1974,Kerala,Kozhikode,1106.96,,,,,,
1975,Kerala,Kozhikode,1222.61,,,,,,
1976,Kerala,Kozhikode,1063.01,,,,,,
1977,Kerala,Kozhikode,1190.52,,,,,,
1978,Kerala,Kozhikode,1297.16,,,,,,
1979,Kerala,Kozhikode,1152.72,,,,,,
1980,Kerala,Kozhikode,1191.26,,,,,,
1981,Kerala,Kozhikode,1360.7,,,,,,
1982,Kerala,Kozhikode,1290.01,,,,,,
1983,Kerala,Kozhikode,1440.19,,,,,,
1984,Kerala,Kozhikode,1443.89,,,,,,
1985,Kerala,Kozhikode,1496.64,,,,,,
1986,Kerala,Kozhikode,1528.35,,,,,,
1987,Kerala,Kozhikode,1344.33,,,,,,
1988,Kerala,Kozhikode,1552.24,,,,,,
1989,Kerala,Kozhikode,1620.48,,,,,,
1990,Kerala,Kozhikode,1665.18,,,,,,
1991,Kerala,Kozhikode,1713.65,,,,,,
1992,Kerala,Kozhikode,1865.78,,,,,,
1993,Kerala,Kozhikode,1807.28,,,,,,
1994,Kerala,Kozhikode,1863.49,,,,,,
1995,Kerala,Kozhikode,1858.73,,,,,,
1996,Kerala,Kozhikode,1793.48,,,,,,
1997,Kerala,Kozhikode,1805.73,,,,,,
1998,Kerala,Kozhikode,1785.7,,,,,,
1999,Kerala,Kozhikode,2130.25,,,,,,
2000,Kerala,Kozhikode,1880.6,,,,,,
2001,Kerala,Kozhikode,1975.16,,,,,,
2002,Kerala,Kozhikode,2033.96,,,,,,
2003,Kerala,Kozhikode,1971.57,,,,,,
2004,Kerala,Kozhikode,2145.16,,,,,,
2005,Kerala,Kozhikode,2033.31,,,,,,
2006,Kerala,Kozhikode,2172.73,,,,,,
2007,Kerala,Kozhikode,2186.33,,,,,,
2008,Kerala,Kozhikode,2239.75,,,,,,
2009,Kerala,Kozhikode,2203.48,,,,,,
2010,Kerala,Kozhikode,2155.16,,,,,,
2011,Kerala,Kozhikode,2230.21,,,,,,
2012,Kerala,Kozhikode,2318.58,,,,,,
2013,Kerala,Kozhikode,2409.93,,,,,,
2014,Kerala,Kozhikode,2369.95,,,,,,
2015,Kerala,Kozhikode,2147.88,,,,,,
2016,Kerala,Kozhikode,2312.37,,,,,,
2017,Kerala,Kozhikode,2339.6,,,,,,
1970,Kerala,Malappuram,1296.88,,,,,,
1971,Kerala,Malappuram,1571.0,,,,,,
1972,Kerala,Malappuram,1834.51,,,,,,
1973,Kerala,Malappuram,1460.4,,,,,,
1974,Kerala,Malappuram,1133.56,,,,,,
1975,Kerala,Malappuram,1466.88,,,,,,
1976,Kerala,Malappuram,1201.68,,,,,,
1977,Kerala,Malappuram,1295.94,,,,,,
1978,Kerala,Malappuram,1383.1,,,,,,
1979,Kerala,Malappuram,1339.4,,,,,,
1980,Kerala,Malappuram,1343.23,,,,,,
1981,Kerala,Malappuram,1331.96,,,,,,
1982,Kerala,Malappuram,1257.6,,,,,,
1983,Kerala,Malappuram,1248.06,,,,,,
1984,Kerala,Malappuram,1376.13,,,,,,
1985,Kerala,Malappuram,1421.63,,,,,,
1986,Kerala,Malappuram,1535.55,,,,,,
1987,Kerala,Malappuram,1399.33,,,,,,
1988,Kerala,Malappuram,1418.52,,,,,,
1989,Kerala,Malappuram,1587.75,,,,,,
1990,Kerala,Malappuram,1556.52,,,,,,
1991,Kerala,Malappuram,1595.51,,,,,,
1992,Kerala,Malappuram,1613.24,,,,,,
1993,Kerala,Malappuram,1624.09,,,,,,
1994,Kerala,Malappuram,1684.02,,,,,,
1995,Kerala,Malappuram,1719.67,,,,,,
1996,Kerala,Malappuram,1718.33,,,,,,
1997,Kerala,Malappuram,1669.66,,,,,,
1998,Kerala,Malappuram,1777.5,,,,,,
1999,Kerala,Malappuram,1792.34,,,,,,
2000,Kerala,Malappuram,1892.01,,,,,,
2001,Kerala,Malappuram,1945.25,,,,,,
2002,Kerala,Malappuram,1980.69,,,,,,
2003,Kerala,Malappuram,2079.23,,,,,,
2004,Kerala,Malappuram,2181.49,,,,,,
2005,Kerala,Malappuram,2107.45,,,,,,
2006,Kerala,Malappuram,2191.93,,,,,,
2007,Kerala,Malappuram,2289.47,,,,,,
2008,Kerala,Malappuram,2113.53,,,,,,
